Form	75 73 104 79
return	418 600 449 611
. 	450 600 452 611
For 	457 600 475 611
real 	479 600 497 611
estate 	501 600 535 611
transactions	538 600 606 611
, 	606 600 609 611
item 	613 600 635 611
2 	639 600 647 611
does 	650 600 677 611
not 	681 600 698 611
apply	701 601 732 611
. 	732 601 735 611
For 	739 601 757 611
mortgage 	760 601 813 611
interest 	816 601 857 611
paid	860 601 885 611
,	883 601 889 611
acquisition 	76 610 136 621
or 	140 610 151 621
abandonment 	154 610 230 621
of 	234 610 245 621
secured 	248 610 291 621
property	295 610 342 621
, 	341 610 344 621
cancellation 	348 610 413 621
of 	417 610 428 621
debt	430 610 456 621
, 	456 610 459 621
contributions 	462 610 534 621
to 	537 610 549 621
an 	552 610 565 621
individual 	568 610 620 621
retirement 	625 610 679 621
arrangement 	683 610 753 621
(	756 610 760 621
IRA	759 610 779 621
)	778 610 782 621
, 	782 610 785 621
and 	789 610 810 621
generally	813 610 863 622
, 	863 611 866 622
payments	870 611 924 622
other 	76 621 106 631
than 	108 621 133 631
interest 	136 621 177 631
and 	180 621 201 631
dividends	204 621 256 631
, 	256 621 259 631
you 	263 621 283 631
are 	287 621 304 631
not 	308 621 325 631
required 	330 621 374 631
to 	378 621 389 631
sign 	392 621 414 631
the 	418 621 436 631
certification	439 621 502 631
, 	502 621 505 631
but 	508 621 527 631
you 	530 621 550 631
must 	555 621 581 631
provide 	584 621 625 631
your 	629 621 653 631
correct 	657 621 696 631
TIN	698 621 718 631
. 	719 621 720 631
See 	724 621 746 631
the 	750 621 767 631
instructions 	770 621 834 631
for 	838 621 852 631
Part 	856 621 878 631
II	879 621 887 631
, 	888 621 891 631
later	894 621 919 631
.	919 621 923 631
Sign	75 638 111 649
Here	75 650 116 657
Signature 	142 643 198 651
of	198 643 211 651
U.S. 	140 645 166 670
person 	169 645 207 670
1.M.V	218 645 307 670
General 	76 672 160 685
Instructions	168 672 295 686
Section 	76 693 120 701
references 	124 693 184 701
are 	188 693 207 701
to 	209 693 222 701
the 	223 693 243 701
Internal 	246 693 289 701
Revenue 	293 693 343 701
Code 	346 693 378 701
unless 	381 693 418 701
otherwise	422 693 478 701
noted	74 703 111 710
.	108 703 114 709
Future 	76 717 120 726
developments	120 717 207 726
. 	207 717 209 726
For 	214 717 233 726
the 	236 717 254 726
latest 	258 717 290 726
information 	293 717 358 726
about 	361 717 395 726
developments	397 717 480 726
related 	76 727 117 736
to 	117 727 131 736
Form 	135 727 164 736
W	167 727 181 736
-	180 727 185 736
9 	185 727 192 736
and 	196 727 218 736
its 	222 727 234 736
instructions	239 727 305 736
, 	305 727 308 736
such 	312 727 339 736
as 	343 727 357 736
legislation 	361 727 418 736
enacted	421 727 469 736
after 	75 737 103 746
they 	105 737 132 746
were 	133 737 162 746
published	165 737 222 746
, 	223 737 225 746
go 	229 737 243 746
to 	246 737 259 746
www.irs.gov/FormW9	262 737 388 746
.	386 737 393 746
Purpose 	77 754 153 767
of 	160 754 178 767
Form	184 754 230 767
An 	73 772 97 782
individual 	95 772 149 782
or 	153 772 165 782
entity 	168 772 201 782
(	203 772 207 782
Form 	207 772 236 782
W	240 772 254 782
-	251 772 257 782
9 	258 772 265 782
requester	269 772 323 782
) 	323 772 326 782
who 	329 772 354 782
is 	358 772 367 782
required 	371 772 418 782
to 	422 773 433 782
file 	436 773 454 782
an	456 773 472 782
information 	74 783 141 793
return 	145 783 179 793
with 	182 783 206 793
the 	209 783 228 793
IRS 	232 783 252 793
must 	255 783 284 793
obtain 	288 783 323 793
your 	327 783 352 793
correct 	356 783 397 793
taxpayer	400 783 450 793
identification 	74 792 149 802
number 	154 792 198 802
(	201 792 208 802
TIN	204 792 224 802
) 	224 792 227 802
which 	231 792 265 802
may 	269 792 293 802
be 	296 792 311 802
your 	314 792 340 802
social 	343 792 376 802
security 	381 792 427 803
number	429 793 474 803
(	74 803 82 813
SSN	79 803 105 813
)	105 803 109 813
, 	110 803 113 813
individual 	117 803 169 813
taxpayer 	174 803 224 813
identification 	228 803 301 813
number 	305 803 349 813
(	352 803 356 813
ITIN	356 803 377 813
)	378 803 381 813
, 	383 803 385 813
adoption	389 803 440 813
taxpayer 	76 813 126 823
identification 	130 813 203 823
number 	207 813 251 823
(	253 813 257 823
ATIN	257 813 285 823
)	286 813 289 823
, 	289 813 293 823
or 	296 813 308 823
employer 	311 813 366 823
identification 	370 813 441 823
number	446 813 490 823
(	73 824 84 834
EIN	79 824 99 834
)	97 824 102 834
, 	104 824 106 834
to 	111 824 122 834
report 	126 824 160 834
on 	164 824 177 834
an 	182 824 196 834
information 	200 824 264 834
return 	268 824 302 834
the 	305 824 323 834
amount 	327 824 370 834
paid 	374 824 399 834
to 	403 824 415 834
you	417 824 439 834
, 	440 824 442 834
or 	446 824 458 834
other	462 824 491 834
amount 	74 834 123 843
reportable 	124 834 183 843
on 	186 834 200 843
an 	204 834 217 843
information 	222 834 286 843
return	290 834 324 843
. 	324 834 326 843
Examples 	330 834 387 843
of 	391 834 403 843
information	406 834 470 843
returns 	76 845 117 855
include	120 845 162 855
, 	161 845 164 855
but 	168 845 188 855
are 	191 845 209 855
not 	212 845 231 855
limited 	233 845 273 855
to	277 845 289 855
, 	287 845 291 855
the 	295 845 314 855
following	317 845 369 855
.	369 845 374 855
• 	75 858 83 868
Form 	86 858 116 868
1099	120 858 149 868
-	149 858 153 868
INT 	152 858 174 868
(	176 858 180 868
interest 	180 858 224 868
earned 	227 858 267 868
or 	270 858 282 868
paid	285 858 310 868
)	308 858 312 868
Cat	392 889 415 894
. 	412 889 414 894
No. 	416 889 435 894
10231X	438 889 477 894
Date►	641 655 680 660
27/11/19	692 641 794 668
• 	528 673 536 683
Form 	540 673 569 683
1099	574 673 602 683
-	602 673 606 683
DIV 	607 673 628 683
(	629 673 634 683
dividends	634 673 689 683
, 	690 673 693 683
including 	697 673 749 683
those 	753 673 785 683
from 	788 673 815 683
stocks 	819 673 856 683
or 	861 673 872 683
mutual	875 673 914 683
funds	526 683 562 693
)	556 683 566 693
• 	528 697 536 707
Form 	539 697 569 707
1099	573 697 601 707
-	602 697 606 707
MISC 	606 697 638 707
(	641 697 646 707
various 	646 697 687 707
types 	691 697 723 707
of 	726 697 738 707
income	741 697 784 707
, 	784 697 786 707
prizes	791 697 825 707
, 	826 697 828 707
awards	832 697 875 707
, 	875 697 878 707
or 	882 697 894 707
gross	897 697 929 707
proceeds	527 707 584 717
)	580 707 587 717
• 	528 720 536 730
Form 	540 720 569 730
1099	573 720 602 730
-	602 720 606 730
B 	606 720 615 730
(	618 720 622 730
stock 	622 720 654 730
or 	657 720 669 730
mutual 	674 720 712 730
fund 	716 720 741 730
sales 	745 720 775 730
and 	778 720 800 730
certain 	804 720 842 730
other	847 720 877 730
transactions 	528 730 599 740
by 	603 730 618 740
brokers	621 730 665 740
)	662 730 667 740
• 	528 745 536 754
Form 	540 745 569 754
1099	573 745 601 754
-	602 745 606 754
S 	605 745 615 754
(	618 745 621 754
proceeds 	621 745 676 754
from 	679 745 706 754
real 	710 745 730 754
estate 	734 745 770 754
transactions	773 745 844 754
)	843 745 848 754
• 	527 758 537 768
Form 	538 758 569 768
1099	573 758 602 768
-	602 758 606 768
K 	606 758 616 768
(	618 758 621 768
merchant 	622 758 676 768
card 	679 758 706 768
and 	709 758 731 768
third 	735 758 760 768
party 	764 758 794 768
network 	798 758 844 768
transactions	847 758 919 768
)	918 758 922 768
• 	527 772 537 782
Form 	538 772 569 782
1098 	572 772 602 782
(	604 772 609 782
home 	608 772 640 782
mortgage 	644 772 700 782
interest	704 772 747 782
)	746 772 749 782
, 	750 772 753 782
1098	758 772 786 782
-	786 772 790 782
E 	791 772 800 782
(	801 772 805 782
student 	805 772 850 782
loan 	852 772 877 782
interest	881 772 924 782
)	923 772 928 782
,	928 772 932 782
1098	525 782 559 792
-	558 782 563 792
T 	560 782 572 792
(	570 782 578 792
tuition	576 782 615 792
)	611 782 615 792
• 	528 796 537 806
Form 	538 796 568 806
1099	572 796 601 806
-	602 796 605 806
C 	606 796 615 806
(	618 796 623 806
canceled 	622 796 675 806
debt	678 796 704 806
)	703 796 707 806
• 	527 810 537 820
Form 	539 810 568 820
1099	571 810 600 820
-	600 810 603 820
A 	603 810 613 820
(	616 810 619 820
acquisition 	619 810 680 820
or 	684 810 696 820
abandonment 	699 810 778 820
of 	781 810 793 820
secured 	795 810 842 820
property	845 810 894 820
)	892 810 897 820
Use 	538 823 568 833
Form 	568 823 598 833
W	600 823 614 833
-	613 823 618 833
9 	618 823 626 833
only 	629 823 654 833
if 	657 823 664 833
you 	666 823 687 833
are 	691 823 710 833
a 	713 823 720 833
U.S. 	724 823 748 833
person 	752 823 791 833
(	795 823 799 833
including 	799 823 851 833
a 	855 823 862 833
resident	866 823 913 833
alien	527 834 556 843
)	552 834 558 843
, 	559 834 562 843
to 	565 834 578 843
provide 	580 834 624 843
your 	627 834 653 843
correct 	657 834 698 843
TIN	700 834 721 843
.	720 834 723 843
If 	538 848 550 858
you 	549 848 573 858
do 	574 848 592 858
not 	594 848 614 858
return 	616 848 651 858
Form 	654 848 685 858
W	688 848 701 858
-	700 848 705 858
9 	705 848 713 858
to 	716 848 728 858
the 	731 848 749 858
requester 	753 848 809 858
with 	811 848 835 858
a 	839 848 846 858
TIN	850 848 870 858
, 	869 848 872 858
you 	875 848 897 858
might	901 848 934 858
be 	527 858 543 868
subject 	545 858 589 868
to 	591 858 603 868
backup 	606 858 649 868
withholding	653 858 719 868
. 	720 858 723 868
See 	726 858 749 868
What 	751 858 783 868
is 	786 858 796 868
backup 	799 858 842 868
withholding	846 858 913 868
,	913 858 918 868
later	527 868 555 875
.	552 868 558 875
Form 	809 886 838 895
W	837 886 854 895
-	854 886 860 895
9 	860 886 870 895
(	868 886 877 895
Rev. 	877 886 900 895
10-2018	902 886 944 895
)	942 886 947 895

11	22 3 33 7
Form	78 80 105 86
W	112 66 154 87
-	145 66 162 87
9	159 66 184 87
Request 	408 68 489 82
for 	497 68 523 82
Taxpayer	530 68 622 82
Give 	818 76 857 84
Form 	856 76 892 84
to 	896 76 911 84
the	914 76 937 84
(	77 92 84 100
Rev. 	82 92 105 100
October 	107 92 149 100
2018	151 92 176 100
)	176 92 180 100
Identification 	319 85 450 97
Number 	459 85 536 97
and 	544 85 578 97
Certification	585 85 710 97
Department 	78 102 134 110
of 	137 102 145 110
the 	148 102 164 110
Treasury	165 102 208 110
requester	822 89 888 98
. 	888 89 890 98
Do 	896 89 916 98
not	920 89 943 98
send 	821 101 856 108
to 	859 101 873 108
the 	877 101 900 108
IRS	904 101 928 108
.	929 101 931 108
Internal 	78 110 113 116
Revenue 	116 110 157 116
Service	160 110 194 116
Go 	304 110 324 119
to 	326 110 339 119
www.irs.gov/FormW9 	339 110 474 119
for 	478 110 496 119
instructions 	499 110 571 119
and 	576 110 598 119
the 	602 110 622 119
latest 	625 110 660 119
information	663 110 734 119
.	735 110 738 119
1 	119 123 127 131
Name 	132 122 164 131
(	165 122 169 131
as 	168 122 180 131
shown 	183 122 216 131
on 	220 122 232 131
your 	235 122 258 131
income 	261 122 298 131
tax 	301 122 317 131
return	321 122 349 131
)	349 122 353 131
. 	353 122 355 131
Name 	358 122 388 131
is 	392 122 400 131
required 	403 122 444 131
on 	448 122 461 131
this 	464 122 481 131
line	485 122 502 131
; 	503 122 505 131
do 	508 122 521 131
not 	525 122 541 131
leave 	543 122 571 131
this 	574 122 592 131
line 	595 122 613 131
blank	615 122 644 131
.	643 122 645 131
POLO 	121 138 161 145
RES	167 138 195 145
.	196 138 199 145
2 	118 150 130 158
Business 	131 150 179 158
name	182 150 210 158
/	209 150 214 158
disregarded 	214 150 274 158
entity 	277 150 305 158
name	308 150 337 158
, 	337 150 339 158
if 	342 150 349 158
different 	351 150 393 158
from 	397 150 419 158
above	422 150 453 158
3 	119 179 129 188
Check 	132 179 167 188
appropriate 	170 179 227 188
box 	231 179 250 188
for 	253 179 267 188
federal 	270 179 303 188
tax 	307 179 323 188
classification 	325 179 390 188
of 	394 179 404 188
the 	407 179 423 188
person 	426 179 461 188
whose 	464 179 497 188
name 	501 179 528 188
is 	532 179 539 188
entered 	543 179 581 188
on 	585 179 597 188
line 	600 179 618 188
1. 	622 179 630 188
Check 	632 179 667 188
only 	670 179 691 188
one 	693 179 714 188
of 	717 179 728 188
the	729 179 747 188
following 	134 189 179 197
seven 	183 189 212 197
boxes	215 189 245 197
.	246 189 249 197
4 	761 179 769 188
Exemptions 	774 179 834 188
(	836 179 840 188
codes 	840 179 872 188
apply 	875 179 903 188
only 	906 179 928 188
to	929 179 939 188
certain 	761 188 796 195
entities	798 188 835 195
, 	836 188 838 195
not 	842 188 859 195
individuals	862 188 914 195
; 	915 188 917 195
see	922 188 940 195
instructions 	762 198 822 206
on 	824 198 837 206
page 	840 198 866 206
3	868 198 876 206
)	874 198 878 206
:	878 198 881 206
☐	127 206 141 216
Individual	149 210 197 218
/	197 210 202 218
sole 	201 210 225 218
proprietor 	226 210 276 218
or	279 210 289 218
✔ 	313 206 328 216
C 	333 206 343 216
Corporation	345 206 405 216
single	149 219 186 227
-	180 219 183 227
member 	183 219 226 227
LLC	229 219 249 227
☐	661 204 675 214
☐	127 232 142 243
☑	311 204 324 214
☐	426 204 440 214
☐	543 204 557 214
S 	446 208 456 216
Corporation	456 208 518 216
Partnership	563 208 624 216
Trust	678 208 708 214
/	704 208 710 214
estate	709 208 741 214
Exempt 	759 221 800 230
payee 	801 221 832 230
code 	835 221 860 230
(	861 221 865 230
if 	863 221 871 230
any	873 221 892 230
)	890 221 895 230
Limited 	149 236 189 244
liability 	190 236 226 244
company	228 236 275 244
. 	276 236 277 244
Enter 	281 236 308 244
the 	311 236 327 244
tax 	330 236 346 244
classification 	348 236 414 244
(	417 236 419 244
C	420 236 428 244
=	428 236 434 244
C 	434 236 443 244
corporation	446 236 503 244
, 	504 236 506 244
S	509 236 517 244
=	518 236 523 244
S 	524 236 531 244
corporation	535 236 593 244
, 	594 236 596 244
P	599 236 606 244
=	607 236 613 244
Partnership	613 236 671 244
) 	671 236 674 244
► 	678 236 687 244
C	709 235 722 242
☐	128 285 142 296
Note	148 248 177 257
: 	175 248 179 257
Check 	182 248 215 257
the 	217 248 233 257
appropriate 	237 248 295 257
box 	298 248 317 257
in 	320 248 329 257
the 	332 248 348 257
line 	350 248 369 257
above 	371 248 403 257
for 	406 248 420 257
the 	422 248 439 257
tax 	441 248 458 257
classification 	460 248 525 257
of 	529 248 539 257
the 	541 248 558 257
single	560 248 590 257
-	591 248 594 257
member 	595 248 637 257
owner	640 248 672 257
. 	672 248 674 257
Do 	679 248 695 257
not 	698 248 715 257
check	718 248 748 257
LLC 	150 257 171 265
if 	173 257 184 265
the 	183 257 199 265
LLC 	202 257 223 265
is 	226 257 233 265
classified 	236 257 283 265
as 	287 257 298 265
a 	302 257 308 265
single	311 257 340 265
-	341 257 344 265
member 	346 257 387 265
LLC 	390 257 411 265
that 	414 257 433 265
is 	437 257 444 265
disregarded 	447 257 508 265
from 	512 257 534 265
the 	537 257 553 265
owner 	557 257 588 265
unless 	591 257 623 265
the 	627 257 643 265
owner 	646 257 677 265
of 	681 257 690 265
the 	694 257 710 265
LLC 	712 257 733 265
is	737 257 745 265
another 	150 266 188 275
LLC 	192 266 212 274
that 	215 266 234 274
is 	237 266 246 274
not 	249 266 267 274
disregarded 	270 266 330 274
from 	333 266 356 274
the 	359 266 375 274
owner 	379 266 409 274
for 	413 266 427 274
U.S. 	430 266 451 274
federal 	455 266 488 274
tax 	492 266 508 274
purposes	511 266 558 274
. 	559 266 560 274
Otherwise	564 266 616 274
, 	616 266 618 274
a 	622 266 628 274
single	631 266 661 274
-	660 266 665 274
member 	666 266 707 274
LLC 	710 266 731 274
that	734 266 754 274
is 	149 276 158 284
disregarded 	160 276 221 284
from 	225 276 248 284
the 	251 276 267 284
owner 	270 276 301 284
should 	304 276 338 284
check 	342 276 372 284
the 	375 276 390 284
appropriate 	394 276 452 284
box 	456 276 475 284
for 	478 276 491 284
the 	494 276 511 284
tax 	513 276 530 284
classification 	532 276 597 284
of 	600 276 611 284
its 	614 276 625 284
owner	628 276 660 284
.	661 276 665 284
Other 	149 289 180 297
(	180 289 185 297
see 	185 289 204 297
instructions	207 289 265 297
)	262 289 267 297
5 	121 301 132 309
Address 	133 301 177 309
(	179 301 183 309
number	183 301 222 309
, 	222 301 224 309
street	228 301 256 309
, 	257 301 259 309
and 	262 301 281 309
apt	285 301 301 309
. 	302 301 303 309
or 	308 301 318 309
suite 	321 301 345 309
no	348 301 361 309
.	361 301 363 309
) 	363 301 367 309
See 	370 301 390 309
instructions	393 301 452 309
.	452 301 454 309
17 	120 315 136 325
Prenton 	141 315 195 325
Road 	200 315 236 325
West	239 315 276 325
, 	274 315 278 325
Prenton	283 315 336 325
6 	122 329 131 336
City	134 329 156 336
, 	155 329 157 336
state	161 329 187 336
, 	187 329 189 336
and 	193 329 212 336
ZIP 	214 329 232 336
code	235 329 261 336
Wirral	121 343 160 354
, 	162 343 165 353
Merseyside	170 343 249 353
, 	249 343 253 353
CH42 	257 343 295 353
9PL	298 343 325 353
7 	119 355 130 364
List 	133 355 155 364
account 	155 355 196 364
number	199 355 238 364
(	237 355 240 364
s	240 355 246 364
) 	245 355 248 364
here 	252 355 274 364
(	276 355 280 364
optional	280 355 321 364
)	319 355 323 364
Requester's 	656 300 718 309
name 	720 300 748 309
and 	752 300 771 309
address 	774 300 815 309
(	817 300 822 309
optional	821 300 861 309
)	861 300 864 309
Exemption 	762 248 816 257
from 	819 248 842 257
FATCA 	846 248 882 257
reporting	886 248 930 257
code 	762 261 795 270
(	788 261 796 269
if 	793 261 803 269
any	802 261 823 269
)	819 261 825 269
(	760 288 766 295
Applies 	762 288 794 294
to 	792 288 801 294
accounts 	801 288 835 294
maintained 	837 288 878 294
outside 	879 288 907 294
the 	908 288 920 294
U.S.	922 288 938 294
)	937 288 941 294
Part 	89 384 130 392
I	126 384 132 391
Taxpayer 	170 383 242 395
Identification 	247 383 346 395
Number 	352 383 412 395
(	416 383 421 395
TIN	421 383 447 395
)	447 383 452 395
014941949832EUR	469 371 598 378
Enter 	82 397 113 407
your 	115 397 141 407
TIN 	145 397 164 407
in 	168 397 178 407
the 	182 397 200 407
appropriate 	204 397 270 407
box	274 397 296 407
. 	296 397 298 407
The 	302 397 324 407
TIN 	327 397 348 407
provided 	352 397 402 407
must 	406 397 435 407
match 	439 397 474 407
the 	478 397 496 407
name 	500 397 532 407
given 	535 397 566 407
on 	570 397 584 407
line 	587 397 608 407
1 	612 397 618 407
to 	622 397 634 407
avoid	637 397 669 407
backup 	82 407 125 417
